Program,xPONENT,,Intelliflex,,,,,,,,,,,,,,,,,
"35(1,C3)",Unknown35,1693.7002,4678.83301,2765.02344,157.26562,106.51855,85.99023,430,,,,,,,,,,,,
"36(1,D3)",Unknown36,4949.29883,7315.05371,5754.50195,34.70313,71.20117,39.24805,436,,,,,,,,,,,,
"37(1,E3)",Unknown37,1381.58984,5056.47266,3405.60742,44.5625,60.54492,38.84473,475,,,,,,,,,,,,
"38(1,F3)",Unknown38,5281.52832,8068.50684,5189.375,656.35352,431.56152,581.61133,407,,,,,,,,,,,,
"39(1,G3)",Unknown39,3617.66992,5030.49414,6143.96094,998.16406,717.41406,756.49902,454,,,,,,,,,,,,
"40(1,H3)",Unknown40,795.19336,3807.04688,2654.69531,261.67773,203.9541,274.40527,427,,,,,,,,,,,,
"41(1,I3)",Unknown41,4321.4668,3206.90137,2941.75,41.62305,40.28027,35.42773,423,,,,,,,,,,,,
"42(1,J3)",Unknown42,2485.75879,3377.88184,6057.58594,51.24512,48.19336,45.08105,425,,,,,,,,,,,,
"43(1,K3)",Unknown43,4837.33496,3377.13672,2566.4873,361.59961,57.94824,252.29199,392,,,,,,,,,,,,
"44(1,L3)",Unknown44,996.55371,1512.82129,2457.67676,20.06348,29.92383,16.50781,475,,,,,,,,,,,,
"45(1,M3)",Unknown45,403.75879,275.0127,834.37305,33.25098,39.08105,27.94141,369,,,,,,,,,,,,
"46(1,N3)",Unknown46,1385.12207,5456.34375,5287.63379,224.29297,205.03125,193.40625,464,,,,,,,,,,,,
"47(1,O3)",Unknown47,10085.76172,9803.38867,6356.20508,387.16797,236.46094,236.05859,484,,,,,,,,,,,,
"48(1,P3)",Unknown48,5054.12598,7306.15625,6910.62695,1240.70703,1082.70117,1140.68945,387,,,,,,,,,,,,
"49(1,A4)",Unknown49,2645.16406,6331.72656,3476.13867,501.11914,383.08105,376.63086,376,,,,,,,,,,,,
"50(1,B4)",Unknown50,845.00977,5058.58789,4736.37402,89.18164,58.12793,49.79297,466,,,,,,,,,,,,
"51(1,C4)",Unknown51,4310.23047,889.17285,933.1543,116.71875,95.02539,104.64453,459,,,,,,,,,,,,
"52(1,D4)",Unknown52,3777.87695,2783.57031,3654.94629,77.79688,56.33789,41.29102,374,,,,,,,,,,,,
"53(1,E4)",Unknown53,2957.82812,4851.28906,4716.95898,253.25586,254.49219,198.85742,438,,,,,,,,,,,,
"54(1,F4)",Unknown54,4859.19922,7000.64941,6203.6582,884.4668,708.77441,820.95703,481,,,,,,,,,,,,
"55(1,G4)",Unknown55,5823.02051,1383.60156,2338.60352,24.58398,27.96973,19.04883,363,,,,,,,,,,,,
"56(1,H4)",Unknown56,2887.81836,6617.60352,5260.94922,476.56836,347.11621,456.72949,534,,,,,,,,,,,,
"57(1,I4)",Unknown57,4452.57227,3194.55176,3108.63281,330.34766,97.93359,100.30664,440,,,,,,,,,,,,
"58(1,J4)",Unknown58,2770.91211,7606.30664,3744.1709,365.85059,267.71777,320.74219,376,,,,,,,,,,,,
"59(1,K4)",Unknown59,512.98438,4821.29297,2255.5918,50.4707,43.11914,40.62695,424,,,,,,,,,,,,
"60(1,L4)",Unknown60,4912.33008,6631.17969,3878.16602,1761.97852,1747.61523,1706.34473,397,,,,,,,,,,,,
"61(1,M4)",Unknown61,4582.60742,8214.47852,4154.89453,54.5625,56.21582,44.30469,406,,,,,,,,,,,,
"62(1,N4)",Unknown62,604.97266,1208.11914,1016.92383,491.82324,249.82227,250.11523,377,,,,,,,,,,,,
"63(1,O4)",Unknown63,3004.90039,1687.04297,2894.98828,49.78223,58,37.0791,462,,,,,,,,,,,,
"64(1,P4)",Unknown64,3411.57227,3764.29297,5057.07617,203.34766,150.82812,135.52539,389,,,,,,,,,,,,
"65(1,A5)",Unknown65,2332.76172,2443.09766,3144.12109,1129.85742,1449.44922,962.875,407,,,,,,,,,,,,
"66(1,B5)",Unknown66,7715.5332,6991.4209,4352.62891,1308.9375,1206.16309,1466.95312,408,,,,,,,,,,,,
"67(1,C5)",Unknown67,5407.24902,8801.16602,6759.53613,281.50098,192.23438,216.02441,404,,,,,,,,,,,,
"68(1,D5)",Unknown68,2832.80664,6185.07812,2890.61328,228.94922,149.49609,170.99023,428,,,,,,,,,,,,
"69(1,E5)",Unknown69,915.40137,4493.93945,2088.94629,30.64648,37.4375,26.2793,457,,,,,,,,,,,,
"70(1,F5)",Unknown70,6104.99805,5066.85742,3753.15625,141.57617,116.2666,101.39844,406,,,,,,,,,,,,
"71(1,G5)",Unknown71,4567.15039,9721.88086,3724.89648,214.57031,137.83789,133.03711,471,,,,,,,,,,,,
"72(1,H5)",Unknown72,5757.19043,5734.97168,3982.56543,1046.85938,664.35352,796.53223,436,,,,,,,,,,,,
"73(1,I5)",Unknown73,7095.43945,10676.6582,6752.125,669.30273,428.73438,653.01172,385,,,,,,,,,,,,
"74(1,J5)",Unknown74,5339.64062,7235.71289,5311.49609,51.29199,48.01172,45.74219,471,,,,,,,,,,,,
"75(1,K5)",Unknown75,6502.36133,3608.35742,4934.54883,371.07812,304.01367,259.54688,360,,,,,,,,,,,,
"76(1,L5)",Unknown76,4181.93555,2540.81641,3733.20996,76.86914,99.41406,74.32031,427,,,,,,,,,,,,
"77(1,M5)",Unknown77,5879.91016,8485.76074,3053.97559,174.43359,121.08496,90.78613,467,,,,,,,,,,,,
"78(1,N5)",Unknown78,6376.92773,5744.5957,1984.33008,1236.53809,680.59473,1146.80078,370,,,,,,,,,,,,
"79(1,O5)",Unknown79,6512.36914,3914.86914,6081.77148,494.98438,360.9375,392.71484,380,,,,,,,,,,,,
"80(1,P5)",Unknown80,5981.39355,5021.9375,6079.41016,53.18359,62.55859,40.99805,340,,,,,,,,,,,,
"81(1,A6)",Unknown81,3171.26758,5105.93945,4596.08203,334.51758,237.22949,293.47656,477,,,,,,,,,,,,
"82(1,B6)",Unknown82,2331.02344,2758.23828,1678.15234,96.33594,63.23926,70.125,403,,,,,,,,,,,,
"83(1,C6)",Unknown83,2607.00195,4806.51172,4622.21094,897.32422,545.53516,735.68555,428,,,,,,,,,,,,
"84(1,D6)",Unknown84,2458.76074,5623.51367,5233.0127,71.83203,56.9043,56.75,404,,,,,,,,,,,,
"85(1,E6)",Unknown85,849.25781,398.5625,286.93945,22.59375,31.45508,17.39648,420,,,,,,,,,,,,
"86(1,F6)",Unknown86,4882.99512,5686.55469,3550.44727,156.0957,123.70996,113.40039,465,,,,,,,,,,,,
"87(1,G6)",Unknown87,10035.74219,9595.8457,4997.75977,103.77441,68.42188,109.85742,401,,,,,,,,,,,,
"88(1,H6)",Unknown88,1720.0752,5425.67773,4522.89453,208.9082,185.87305,158.46387,359,,,,,,,,,,,,
"89(1,I6)",Unknown89,3108.44922,9350.25977,6446.68359,38.05078,47.13672,33.73633,389,,,,,,,,,,,,
"90(1,J6)",Unknown90,1438.32812,3298.26758,5520.28223,283.85547,822.3457,261.68262,397,,,,,,,,,,,,
"91(1,K6)",Unknown91,2360.17188,5010.50586,4260.1084,49.49023,36.89648,39.07031,394,,,,,,,,,,,,
"92(1,L6)",Unknown92,6038.17383,9056.92871,2162.25781,37.36328,39.91309,33.19824,427,,,,,,,,,,,,
"93(1,M6)",Unknown93,3910.61133,4630.69531,6197.5625,182.48242,133.5,131.79297,434,,,,,,,,,,,,
"94(1,N6)",Unknown94,2675.82031,5506.03418,3682.00195,1407.94141,759.16406,1289.2373,413,,,,,,,,,,,,
"95(1,O6)",Unknown95,2251.1582,138.88281,877.62891,28.89648,35.68066,21.49512,378,,,,,,,,,,,,
"96(1,P6)",Unknown96,2276.36035,805.16211,3585.62891,33.36523,39.21289,30.19141,376,,,,,,,,,,,,
"97(1,A7)",Unknown97,1208.98047,3739.38867,1514.27441,111.22754,102.12207,99.71289,463,,,,,,,,,,,,
"98(1,B7)",Unknown98,3547.24023,5515.15039,4820.20898,2016.2002,551.70801,1068.26465,435,,,,,,,,,,,,
"99(1,C7)",Unknown99,3758.8125,2283.25781,6188.66309,31.51953,33.42383,23.6377,385,,,,,,,,,,,,
"100(1,D7)",Unknown100,2550.73047,4547.64258,2956.21484,1726.58008,442.76855,1980.76172,458,,,,,,,,,,,,
"101(1,E7)",Unknown101,1383.05469,514.74121,527.12695,629.07617,148.92969,574.0625,440,,,,,,,,,,,,
"102(1,F7)",Unknown102,3198.53711,3549.97559,3511.15039,240.25586,216.16406,245.51465,390,,,,,,,,,,,,
"103(1,G7)",Unknown103,5672.95117,8167.10352,1640.87695,778.39355,409.14453,842.84961,419,,,,,,,,,,,,
"104(1,H7)",Unknown104,5185.97656,3486.78906,3652.03516,40.00977,42.12891,28.14063,501,,,,,,,,,,,,
"105(1,I7)",Unknown105,3263.64258,2166.89062,1558.04004,413.96094,120.64844,93.43555,381,,,,,,,,,,,,
"106(1,J7)",Unknown106,2682.28906,5160.12891,4185.43164,560.14844,227.38672,322.5918,402,,,,,,,,,,,,
"107(1,K7)",Unknown107,3389.64258,9102.86328,5791.01172,920.05859,672.12012,771.29883,368,,,,,,,,,,,,
"108(1,L7)",Unknown108,2143.32031,1366.76562,5667.20703,206.01367,116.31055,99.77344,407,,,,,,,,,,,,
"109(1,M7)",Unknown109,2688.76465,6202.09766,4210.37207,22.37695,30.10547,18.2168,455,,,,,,,,,,,,
"110(1,N7)",Unknown110,4448.31445,7510.96094,6423.4209,597.74902,457.0918,393.01074,416,,,,,,,,,,,,
"111(1,O7)",Unknown111,6952.4541,9303.11719,7954.15625,1514.56445,1285.59375,1269.69824,513,,,,,,,,,,,,
"112(1,P7)",Unknown112,7142.41406,8107.25195,5975.77441,426.11328,244.24609,299.22656,287,,,,,,,,,,,,
"113(1,A8)",Unknown113,6497.93164,7538.54688,4196.51562,331.27441,140.0791,123.40137,454,,,,,,,,,,,,
"114(1,B8)",Unknown114,3415.83496,5389.33594,6176.4375,2687.15918,2079.35938,2503.47852,386,,,,,,,,,,,,
"115(1,C8)",Unknown115,7168.92773,10807.24023,7396.73438,58.75,63.6543,44.98438,377,,,,,,,,,,,,
"116(1,D8)",Unknown116,3169.42969,7970.95312,6566.12793,333.55078,246.85156,277.93066,344,,,,,,,,,,,,
"117(1,E8)",Unknown117,4314.54297,3845.49219,3006.41406,62.5293,138.68359,123.2998,464,,,,,,,,,,,,
"118(1,F8)",Unknown118,2307.12109,2669.22461,3276.91016,1018.02734,588.25879,503.20117,385,,,,,,,,,,,,
"119(1,G8)",Unknown119,6713.47559,3438.30078,4664.90234,26.86035,37.15039,19.0332,484,,,,,,,,,,,,
"120(1,H8)",Unknown120,5720.66992,5058.40332,6296.3457,747.94141,556.52637,750.53711,364,,,,,,,,,,,,
"121(1,I8)",Unknown121,1552.66602,1082.92285,3742.78027,31.90625,42.41211,33.43164,543,,,,,,,,,,,,
"122(1,J8)",Unknown122,19.06055,15.96582,31.96484,13.21484,22.94043,11.01074,438,,,,,,,,,,,,
"123(1,K8)",Unknown123,3025.48438,7707.5332,4151.76074,369.46777,210.29199,257.46875,475,,,,,,,,,,,,
"124(1,L8)",Unknown124,3007.3457,3265.33789,3207.58984,144.02539,119.89063,128.33789,381,,,,,,,,,,,,
"125(1,M8)",Unknown125,1651.89844,2066.39648,3452.66797,117.21582,56.76367,56.86816,412,,,,,,,,,,,,
"126(1,N8)",Unknown126,2302.29492,3377.23828,3443.13477,121.3457,115.28223,596.66992,447,,,,,,,,,,,,
"127(1,O8)",Unknown127,2075.51758,3987.74609,3235.56055,30.61719,34.95801,24.66602,428,,,,,,,,,,,,
"128(1,P8)",Unknown128,4515.18359,4163.77539,4398.77637,24.6543,33.66211,21.38574,418,,,,,,,,,,,,
"129(1,A9)",Unknown129,2090.58594,8106.13086,5901.41992,219.58203,298.16406,175.15039,359,,,,,,,,,,,,
"130(1,B9)",Unknown130,2522.36523,4806.19824,3719.8418,1600.58008,921.07422,797.64551,415,,,,,,,,,,,,
"131(1,C9)",Unknown131,479.21777,1380.69336,1243.50098,795.12305,344.73438,309.7793,468,,,,,,,,,,,,
"132(1,D9)",Unknown132,8604.13672,7998.95117,6717.26172,70.37305,78.45898,67.15039,388,,,,,,,,,,,,
"133(1,E9)",Unknown133,1670.35742,2368.82812,1428.99707,42.0332,39.35938,31.10742,464,,,,,,,,,,,,
"134(1,F9)",Unknown134,1140.90625,5937.32617,5004.27539,3562.43555,2302.26367,2272.44336,341,,,,,,,,,,,,
"135(1,G9)",Unknown135,4822.59473,4311.90234,5166.65625,2830.2666,2333.17969,2783.17773,471,,,,,,,,,,,,
"136(1,H9)",Unknown136,6611.23145,6051.60547,8713.85547,169.33301,163.89453,173.31543,423,,,,,,,,,,,,
"137(1,I9)",Unknown137,5727.75586,7199.64648,2398.77637,133.62305,102.38965,119.18164,392,,,,,,,,,,,,
"138(1,J9)",Unknown138,4314.51074,7367.97266,3397.30469,84.55273,84.16406,72.16309,387,,,,,,,,,,,,
"139(1,K9)",Unknown139,3945.13281,7327.62891,5750.25391,152.89453,113.66699,80.24805,399,,,,,,,,,,,,
"140(1,L9)",Unknown140,2049.28906,2429.89844,1986.43555,279.16406,245.25195,186.34766,382,,,,,,,,,,,,
"141(1,M9)",Unknown141,5098.32422,6612.58691,6558.25586,1160.85938,620.1543,1347.38379,487,,,,,,,,,,,,
"142(1,N9)",Unknown142,4983.57129,4520.82422,3480.46289,303.68555,234.80078,231.2168,380,,,,,,,,,,,,
"143(1,O9)",Unknown143,496.1416,1584.9707,2089.58496,21.64453,28.75195,15.40625,449,,,,,,,,,,,,
"144(1,P9)",Unknown144,1386.4209,3244.02539,3798.20605,478.23242,512.13574,209.38867,270,,,,,,,,,,,,
"145(1,A10)",Unknown145,3668.85059,557.89551,468.56836,40.55273,42.92773,28.70313,353,,,,,,,,,,,,
"146(1,B10)",Unknown146,4934.45508,6486.20312,4528.31738,61.73633,47.63477,38.49609,423,,,,,,,,,,,,
"147(1,C10)",Unknown147,23.86719,32.21289,44.96875,15.08203,25.83398,11.51367,392,,,,,,,,,,,,
"148(1,D10)",Unknown148,7011.30859,5615.91602,3195.57227,152.48242,127.6377,117.98828,472,,,,,,,,,,,,
"149(1,E10)",Unknown149,1964.29297,4343.125,2617.58789,612.25391,354.97656,587.62598,429,,,,,,,,,,,,
"150(1,F10)",Unknown150,3062.82812,7454.1748,4747.62695,902.46875,471.23438,754.35938,452,,,,,,,,,,,,
"151(1,G10)",Unknown151,4673.30078,6574.96582,9056.24219,38.57715,46.14063,32.94824,384,,,,,,,,,,,,
"152(1,H10)",Unknown152,3546.12305,3909.41699,2696.63965,522.91699,392.63477,480.42383,414,,,,,,,,,,,,
"153(1,I10)",Unknown153,4357.66699,2620.5752,3039.02344,45.73828,53.38965,41.38574,406,,,,,,,,,,,,
"154(1,J10)",Unknown154,2794.8418,3728.52051,5353.78418,79.12305,74.20801,63.82617,442,,,,,,,,,,,,
"155(1,K10)",Unknown155,3624.0332,5166.00195,1985.93848,37.27734,36.89453,23.08008,503,,,,,,,,,,,,
"156(1,L10)",Unknown156,6216.41992,4248.61523,2075.68652,1449.01562,424.69531,1269.00781,405,,,,,,,,,,,,
"157(1,M10)",Unknown157,4635.07031,9420.76367,3778.60547,684.70117,558.14844,528.43457,380,,,,,,,,,,,,
"158(1,N10)",Unknown158,2960.87988,2395.21289,1880.98242,795.22363,290.72266,623.66016,414,,,,,,,,,,,,
"159(1,O10)",Unknown159,2906.05664,7595.33008,6339.79785,50.7793,123.5332,52.47168,363,,,,,,,,,,,,
"160(1,P10)",Unknown160,3427.30859,6169.88281,5718.04199,438.84766,331.30762,416.95117,313,,,,,,,,,,,,
"161(1,A11)",Unknown161,1541.83984,1544.62305,2871.4043,31.51953,32.38086,24.47461,448,,,,,,,,,,,,
"162(1,B11)",Unknown162,1838.30469,2478.36719,4116.55176,29.65625,36.91992,25.81055,410,,,,,,,,,,,,
"163(1,C11)",Unknown163,5156.94336,7195.4668,3597.07812,44.32813,44.14648,35.09863,429,,,,,,,,,,,,
"164(1,D11)",Unknown164,5728.74414,1481.27637,5098.07031,641.61523,550.94043,515.20703,494,,,,,,,,,,,,
"165(1,E11)",Unknown165,2878.00195,592.09277,5381.39746,34.74805,39.96094,26.51367,497,,,,,,,,,,,,
"166(1,F11)",Unknown166,2431.62695,3683.76367,2593.91406,54.80664,54.52832,56.62305,428,,,,,,,,,,,,
"167(1,G11)",Unknown167,0,0,0,0,0,0,0,,,,,,,,,,,,
"168(1,H11)",Unknown168,3781.9248,3437.68164,5646.4043,172.33496,184.00781,117.98242,270,,,,,,,,,,,,
"169(1,I11)",Unknown169,3807.84766,3185.73633,6237.90234,129.12012,120.28809,136.35352,282,,,,,,,,,,,,
"170(1,J11)",Unknown170,2462.35352,2220.11133,3378.22461,83.05957,82.11914,55.40332,408,,,,,,,,,,,,
"171(1,K11)",Unknown171,3297.76562,6433.77441,5620.0459,44.65625,47.74414,35.21484,362,,,,,,,,,,,,
"172(1,L11)",Unknown172,4491.68945,1549.08594,715.58203,104.72363,40.91113,29.86035,282,,,,,,,,,,,,
"173(1,M11)",Unknown173,1836.74023,3440.20117,2207.94336,34.26563,41.47754,34.0293,358,,,,,,,,,,,,
"174(1,N11)",Unknown174,3123.77344,5323.04883,4077.69922,79.43457,42.23047,62.29102,261,,,,,,,,,,,,
"175(1,O11)",Unknown175,7546.85645,8724.64258,5886.67383,222.94434,158.37695,192.10742,398,,,,,,,,,,,,
"176(1,P11)",Unknown176,4648.06836,5956.02344,4584.73438,482.39258,248.97461,400.98633,339,,,,,,,,,,,,
"177(1,A12)",Unknown177,2668.22168,8168.0791,4991.44824,106.12891,85.85156,86.14453,331,,,,,,,,,,,,
"178(1,B12)",Unknown178,2906.73242,4767.55859,4610.63086,72.15918,56.2207,53.21289,475,,,,,,,,,,,,
"179(1,C12)",Unknown179,6898.76367,7542.64844,3259.36719,410.55859,326.20508,300.84766,455,,,,,,,,,,,,
"180(1,D12)",Unknown180,1432.98242,3907.06738,2691.1123,32.81738,81.63086,70.3457,386,,,,,,,,,,,,
"181(1,E12)",Unknown181,8988.51367,7013.92188,7231.21973,1902.8418,1396.87109,1765.43652,384,,,,,,,,,,,,
"182(1,F12)",Unknown182,4995.71484,4434.02539,6443.14453,64.55273,57.85547,57.71094,375,,,,,,,,,,,,
"183(1,G12)",Unknown183,4884.86719,9410.79395,7455.43359,391.84375,290.81445,229.62695,222,,,,,,,,,,,,
"184(1,H12)",Unknown184,2952.98828,5126.16016,4974.02148,241.94336,195.10742,188.55078,298,,,,,,,,,,,,
"185(1,I12)",Unknown185,1440.91211,1990.86719,4267.59766,49.69922,38.07227,20.19531,382,,,,,,,,,,,,
"186(1,J12)",Unknown186,4320.89648,6777.70508,3900.36133,233.85059,185.13672,198.43555,369,,,,,,,,,,,,
"187(1,K12)",Unknown187,2517.12695,2082.48633,5300.15234,40.38672,75.14746,68.03418,342,,,,,,,,,,,,
"188(1,L12)",Unknown188,2084.13867,6762.06641,1346.93359,35.67578,42.92383,30.08398,361,,,,,,,,,,,,
"189(1,M12)",Unknown189,2405.80078,4263.41797,3051.79297,69.95605,35.60352,30.83008,409,,,,,,,,,,,,
"190(1,N12)",Unknown190,3850.74609,4726.91113,5795.77734,571.28516,320.11328,471.03125,372,,,,,,,,,,,,
"191(1,O12)",Unknown191,5011.21289,6942.16895,2474.50586,78.16602,160.57031,50.36328,510,,,,,,,,,,,,
"192(1,P12)",Unknown192,6340.5625,7179.73828,6087.32227,605.42383,315.70117,417.05859,397,,,,,,,,,,,,
